Name,posX,posY,posZ,minAABBx,minAABBy,minAABBz,maxAABBx,maxAABBy,maxAABBz,scaleX,scaleY,scaleZ,rotateAngle
Wall,465.735,-10,119.017,-32,-10,-4,32,100,4,4,4,4,0
Wall,465.393,-10,38.3,-32,-10,-4,32,100,4,4,4,4,0
Wall,406.951,-10,119.017,-32,-10,-4,32,100,4,4,4,4,0
Wall,413.866,-10,38.3,-32,-10,-4,32,100,4,4,4,4,0
Barricade,371.812,-10,94.737,-4,-10,-4,4,4,4,4,4,4,0
Wall,470.473,-10,248.605,-32,-10,-4,32,100,4,4,4,4,0
Wall,425.768,-10,248.605,-32,-10,-4,32,100,4,4,4,4,0
Wall,469.776,-10,328.26,-32,-10,-4,32,100,4,4,4,4,0
Wall,423.797,-10,328.26,-32,-10,-4,32,100,4,4,4,4,0
Wall,460.651,-10,-108.484,-32,-10,-4,32,100,4,4,4,4,0
Wall,418.966,-10,-108.484,-32,-10,-4,32,100,4,4,4,4,0
Wall,475.557,-10,-205.355,-32,-10,-4,32,100,4,4,4,4,0
Wall,423.844,-10,-205.355,-32,-10,-4,32,100,4,4,4,4,0
Wall,336.501,-10,-71.9286,-4,-10,-32,4,100,32,4,4,4,90
Wall,336.501,-10,-7.74108,-4,-10,-32,4,100,32,4,4,4,90
Wall,336.501,-10,198.619,-4,-10,-32,4,100,32,4,4,4,90
Wall,336.501,-10,262.207,-4,-10,-32,4,100,32,4,4,4,90
Wall,336.501,-10,326.395,-4,-10,-32,4,100,32,4,4,4,90
Barricade,240.756,-10,300.358,-4,-10,-4,4,4,4,4,4,4,180
Barricade,240.756,-10,247.587,-4,-10,-4,4,4,4,4,4,4,180
Barricade,240.756,-10,193.016,-4,-10,-4,4,4,4,4,4,4,180
Barricade,240.756,-10,149.915,-4,-10,-4,4,4,4,4,4,4,180
Barricade,240.756,-10,105.538,-4,-10,-4,4,4,4,4,4,4,180
Barricade,240.756,-10,59.9624,-4,-10,-4,4,4,4,4,4,4,180
Barricade,240.756,-10,14.3866,-4,-10,-4,4,4,4,4,4,4,180
Barricade,240.756,-10,-29.9899,-4,-10,-4,4,4,4,4,4,4,180
Barricade,240.756,-10,-76.1655,-4,-10,-4,4,4,4,4,4,4,180
Barricade,240.756,-10,-122.941,-4,-10,-4,4,4,4,4,4,4,180
Barricade,240.756,-10,-171.515,-4,-10,-4,4,4,4,4,4,4,180
Wall,336.501,-10,-134.496,-4,-10,-32,4,100,32,4,4,4,270
Wall,336.501,-10,-197.784,-4,-10,-32,4,100,32,4,4,4,270
Wall,367.423,-10,-228.101,-32,-10,-4,32,100,4,4,4,4,0
Wall,429.784,-10,-228.101,-32,-10,-4,32,100,4,4,4,4,0
Wall,491.182,-10,-228.101,-32,-10,-4,32,100,4,4,4,4,0
Wall,312.465,-10,-228.101,-32,-10,-4,32,100,4,4,4,4,0
Wall,246.897,-10,-228.101,-32,-10,-4,32,100,4,4,4,4,0
Wall,183.852,-10,-228.101,-32,-10,-4,32,100,4,4,4,4,0
Wall,118.936,-10,-228.101,-32,-10,-4,32,100,4,4,4,4,0
Wall,55.7501,-10,-228.101,-32,-10,-4,32,100,4,4,4,4,0
Wall,282.701,-10,-228.101,-32,-10,-4,32,100,4,4,4,4,0
Wall,151.279,-10,-228.101,-32,-10,-4,32,100,4,4,4,4,0
Wall,304.35,-10,358.23,-32,-10,-4,32,100,4,4,4,4,0
Wall,367.423,-10,358.23,-32,-10,-4,32,100,4,4,4,4,0
Wall,429.784,-10,358.23,-32,-10,-4,32,100,4,4,4,4,0
Wall,491.182,-10,358.23,-32,-10,-4,32,100,4,4,4,4,0
Wall,312.465,-10,358.23,-32,-10,-4,32,100,4,4,4,4,0
Wall,246.897,-10,358.23,-32,-10,-4,32,100,4,4,4,4,0
Wall,183.852,-10,358.23,-32,-10,-4,32,100,4,4,4,4,0
Wall,118.936,-10,358.23,-32,-10,-4,32,100,4,4,4,4,0
Wall,55.7501,-10,358.23,-32,-10,-4,32,100,4,4,4,4,0
Wall,282.701,-10,358.23,-32,-10,-4,32,100,4,4,4,4,0
Wall,151.279,-10,358.23,-32,-10,-4,32,100,4,4,4,4,0
Wall,470.473,-10,358.23,-32,-10,-4,32,100,4,4,4,4,0
Wall,425.768,-10,358.23,-32,-10,-4,32,100,4,4,4,4,0
WatchTower,322.422,-10,338.701,-19,0,-19,19,19,19,19,19,19,0
WatchTower,318.755,-10,-211.603,-19,0,-19,19,19,19,19,19,19,0
Statue,-395.387,-10,0.473268,-4,0,-4,4,4,4,4,4,4,90
Statue,-386.874,-10,-20.8548,-4,0,-4,4,4,4,4,4,4,90
Statue,-386.274,-10,-38.8448,-4,0,-4,4,4,4,4,4,4,90
Statue,-347.925,-10,-36.9659,-4,0,-4,4,4,4,4,4,4,90
Statue,-328.081,-10,-20.0952,-4,0,-4,4,4,4,4,4,4,90
Statue,-336.535,-10,-0.566617,-4,0,-4,4,4,4,4,4,4,90
Statue,-307.059,-10,15.4254,-4,0,-4,4,4,4,4,4,4,90
Statue,-289.132,-10,-18.1952,-4,0,-4,4,4,4,4,4,4,90
Statue,-295.065,-10,-56.2145,-4,0,-4,4,4,4,4,4,4,90
Statue,-330.375,-10,-77.2047,-4,0,-4,4,4,4,4,4,4,90
Statue,-327.684,-10,39.9504,-4,0,-4,4,4,4,4,4,4,90
